employee_id,name,department_id,position_id,subsidiary,hire_date,salary,email,status
E-1666,Paul Tina,D-5,P-29,retail,26-04-2017,43449,emp1666@meridian. co,active
E-1667,  Rose Wang  ,D-21,P-91,mfg,09-06-2020,"$51,400.00",emp1667@meridian.COM,active
E-1668,Vera Paul,D-28,P-90,saas,04/28/2019,28388,emp1668@meridian. co,left
E-1669,Paul Henry,D-11,P-66,saas,2024-09-01,9115,emp1669@meridian.com,active
E-1670,Ivy Bob,D-4,P-1,saas,2020-03-10,"$7,798.00",EMP1670@MERIDIAN.COM,active
E-1671,Xu Vera,D-8,P-13,saas,2016-01-16,45343,emp1671@meridian.COM,active
E-1672,Ivy Yuki,D-8,P-76,retail,01-05-2025,"$8,591.00",emp1672@meridian.com,active
E-1673,  Li Mona  ,D-16,P-41,retail,2018-04-26,"$47,705.00",EMP1673@MERIDIAN. CO,active
E-1674,  Liu Xu  ,D-29,P-54,mfg,10/06/2021,"$15,318.00",EMP1674@MERIDIAN.COM,active
E-1675,Li Olive,D-12,P-68,retail,08/15/2015,47 687,emp1675@meridian.COM,active
E-1676,tina jack,D-24,P-49,retail,2017-12-10,17752,  emp1676@meridian.com  ,active
E-1677,Eve Vera,D-18,P-65,mfg,2020-06-04,31016,emp1677@meridian.COM,active
E-1678,BOB DAVID,D-12,P-88,mfg,2016-08-06,41790,emp1678@meridian.com,left
E-1679,Zhang David,D-38,P-22,saas,2015-05-22,44 330,emp1679@meridian.com,active
E-1680,zhou wu,D-30,P-82,mfg,2022-12-18,"$12,177.00",emp1680@meridian.COM,active
E-1681,IVY OLIVE,D-12,P-56,retail,2022-05-06,"$27,259.00",emp1681@meridian.com,left
E-1682,Quinn Vera,D-6,P-96,mfg,08/24/2022,"$51,240.00",  emp1682@meridian.com  ,active
E-1683,Jack Grace,D-1,P-2,mfg,2017-04-09,"$14,217.00",EMP1683@MERIDIAN.COM,active
E-1684,Wu Wang,D-4,P-36,saas,01/23/2022,55914,emp1684@meridian. co,active
E-1685,  Li Ivy  ,D-14,P-12,saas,2019-12-17,"$12,106.00",emp1685@meridian. co,active
E-1686,Hu Quinn,D-28,P-28,retail,2015-08-28,"$54,234.00",emp1686@meridian. co,active
E-1687,  Guo Bob  ,D-6,P-25,saas,01/24/2015,"$6,081.00",emp1687@meridian. co,active
E-1688,LIN LIU,D-11,P-19,mfg,06/17/2020,53295,emp1688@meridian.COM,left
E-1689,GRACE CAROL,D-40,P-71,retail,19-03-2022,43047,emp1689@meridian.COM,active
E-1690,Liu Bob,D-6,P-69,mfg,03/10/2025,6742,  emp1690@meridian.com  ,active
E-1691,Mona Chen,D-8,P-35,retail,2025-06-22,30638,emp1691@meridian. co,active
E-1692,Paul Liu,D-31,P-119,retail,2021-01-03,49339,  emp1692@meridian.COM  ,active
E-1693,mona wendy,D-16,P-93,retail,2024-01-14,"$59,579.00",emp1693@meridian.com,active
E-1694,  Karen Liu  ,D-7,P-44,saas,2020-10-25,25537,emp1694@meridian. co,active
E-1695,CHEN MONA,D-1,P-79,mfg,10/09/2025,"$42,130.00",EMP1695@MERIDIAN. CO,active
E-1696,wang sun,D-24,P-36,retail,16-12-2019,6479,EMP1696@MERIDIAN.COM,active
E-1697,  Tina Leo  ,D-30,P-71,retail,20-10-2023,12 694,emp1697@meridian. co,left
E-1698,Frank Lin,D-28,P-102,mfg,10/23/2019,39137,emp1698@meridian.COM,left
E-1699,Umar Hu,D-16,P-106,saas,02/21/2023,"$56,288.00",emp1699@meridian. co,active
E-1700,Eve Wu,D-1,P-70,mfg,2016-05-28,34351,emp1700@meridian.com,active
E-1701,Liu Wang,D-29,P-43,saas,2024-12-22,22935,  emp1701@meridian. co  ,active
E-1702,CAROL CHEN,D-19,P-54,saas,2023-08-28,24829,EMP1702@MERIDIAN. CO,active
E-1703,QUINN GUO,D-24,P-50,retail,23-11-2018,49483,EMP1703@MERIDIAN. CO,active
E-1704,Tina Carol,D-28,P-47,retail,2026-11-24,"8 012,00",emp1704@meridian.com,active
E-1705,Rose Sam,D-34,P-49,mfg,02/21/2023,38144,EMP1705@MERIDIAN.COM,active
E-1706,  Xu Zhang  ,D-1,P-55,retail,04/05/2024,29443,emp1706@meridian.COM,active
E-1707,XU XU,D-19,P-38,mfg,08-12-2016,"46 798,00",EMP1707@MERIDIAN. CO,active
E-1708,Sun Xavier,D-19,P-87,retail,19-08-2015,"$20,908.00",emp1708@meridian.com,active
E-1709,OLIVE ALICE,D-35,P-115,mfg,2025-08-25,53085,  emp1709@meridian.COM  ,active
E-1710,Olive Wang,D-22,P-102,retail,2021-06-28,44881,emp1710@meridian. co,active
E-1711,Wu Carol,D-19,P-9,retail,2020-07-27,39390,EMP1711@MERIDIAN.COM,active
E-1712,IVY XU,D-22,P-74,saas,08/07/2023,"57 243,00",emp1712@meridian.COM,left
E-1713,bob wendy,D-20,P-98,saas,2024-05-14,42 793,emp1713@meridian.com,active
E-1714,olive paul,D-19,P-43,retail,2020-09-15,"$51,964.00",emp1714@meridian.com,active
E-1715,  Wang Zhang  ,D-15,P-115,retail,2018-07-22,41980,  emp1715@meridian.com  ,left
E-1716,  Zane Wendy  ,D-40,P-16,saas,01-06-2023,45 705,EMP1716@MERIDIAN.COM,active
E-1717,Carol Wu,D-19,P-59,mfg,08/15/2022,"$40,573.00",EMP1717@MERIDIAN.COM,active
E-1718,David Rose,D-31,P-54,retail,2015-10-24,50282,EMP1718@MERIDIAN.COM,active
E-1719,Ivy Eve,D-32,P-80,retail,12/26/2021,8 687,emp1719@meridian.com,active
E-1720,Grace Jack,D-21,P-81,mfg,2017-09-16,"$49,745.00",emp1720@meridian. co,left
E-1721,Guo Zhou,D-19,P-19,retail,07-04-2019,"49 644,00",emp1721@meridian.com,active
E-1722,Wu Wang,D-26,P-110,mfg,2024-06-14,27611,EMP1722@MERIDIAN.COM,active
E-1723,Nick Zhang,D-28,P-33,retail,2017-06-11,36262,emp1723@meridian.COM,active
E-1724,Carol Zhang,D-36,P-42,saas,12/12/2023,57517,emp1724@meridian.com,active
E-1725,Tina Alice,D-32,P-21,retail,02/07/2019,48329,  emp1725@meridian.com  ,active
E-1726,ZHAO OLIVE,D-23,P-116,mfg,2020-06-07,59961,  emp1726@meridian.COM  ,active
E-1727,Rose Frank,D-39,P-1,retail,2020-08-01,23953,EMP1727@MERIDIAN.COM,active
E-1728,Grace Henry,D-17,P-49,mfg,09-08-2019,"$25,832.00",emp1728@meridian.com,left
E-1729,  Carol Wu  ,D-21,P-81,mfg,07/13/2018,53 328,  emp1729@meridian. co  ,active
E-1730,Ivy Xu,D-34,P-41,saas,2024-02-13,"24 778,00",EMP1730@MERIDIAN. CO,active
E-1731,  Leo Wendy  ,D-7,P-105,mfg,12/18/2024,"$12,385.00",emp1731@meridian.COM,active
E-1732,Lin Wendy,D-22,P-6,retail,2020-04-25,"$40,610.00",  emp1732@meridian.COM  ,active
E-1733,  Zhao Xavier  ,D-37,P-94,mfg,09-01-2023,43809,emp1733@meridian. co,active
E-1734,Eve Alice,D-26,P-110,retail,2025-06-25,14951,emp1734@meridian. co,left
E-1735,  Grace Bob  ,D-29,P-5,retail,2018-08-18,27240,EMP1735@MERIDIAN.COM,active
E-1736,  Zhang Alice  ,D-5,P-29,mfg,2025-07-24,35161,emp1736@meridian. co,left
E-1737,ZANE WU,D-12,P-2,saas,2018-03-11,"$15,071.00",emp1737@meridian.COM,active
E-1738,HENRY HU,D-23,P-60,retail,2020-10-08,20692,emp1738@meridian.COM,active
E-1739,Frank Liu,D-16,P-10,retail,2025-09-28,24187,  emp1739@meridian. co  ,active
E-1740,  Yuki Karen  ,D-35,P-43,retail,08/05/2021,44477,emp1740@meridian.COM,left
E-1741,  Umar Zhao  ,D-20,P-84,mfg,2022-02-01,54 716,emp1741@meridian. co,active
E-1742,DAVID TINA,D-19,P-20,retail,2020-09-25,34669,EMP1742@MERIDIAN. CO,active
E-1743,Sun Grace,D-6,P-34,mfg,2025-08-28,52344,emp1743@meridian.com,active
E-1744,UMAR NICK,D-26,P-14,mfg,01/05/2017,13560,EMP1744@MERIDIAN. CO,active
E-1745,OLIVE HU,D-23,P-80,retail,2020-08-28,8847,emp1745@meridian.COM,active
E-1746,Eve Rose,D-12,P-54,saas,2025-04-05,52035,EMP1746@MERIDIAN.COM,active
E-1747,  Xavier Quinn  ,D-15,P-30,retail,10/02/2018,8311,emp1747@meridian.COM,active
E-1748,WANG HU,D-15,P-24,mfg,02/11/2026,15 735,emp1748@meridian. co,active
E-1749,Tina Xu,D-18,P-82,retail,2024-03-17,"$7,836.00",  emp1749@meridian.COM  ,active
E-1750,MONA ROSE,D-2,P-19,retail,01-02-2018,"$22,056.00",  emp1750@meridian. co  ,active
E-1751,  Quinn Hu  ,D-35,P-26,mfg,21-07-2022,24191,emp1751@meridian.COM,active
E-1752,bob wu,D-17,P-2,saas,2023-01-26,"$43,543.00",  emp1752@meridian.COM  ,active
E-1753,eve wendy,D-34,P-43,saas,2018-04-06,48046,emp1753@meridian. co,left
E-1754,ROSE FRANK,D-1,P-19,mfg,2016-06-28,52030,emp1754@meridian.COM,active
E-1755,Quinn Tina,D-35,P-41,retail,06-09-2025,"$36,749.00",emp1755@meridian.COM,active
E-1756,Zhang Zhao,D-23,P-63,retail,16-04-2020,32890,  emp1756@meridian.com  ,left
E-1757,Lin Wu,D-11,P-87,saas,2022-03-06,"45 570,00",emp1757@meridian.COM,active
E-1758,Zhang Zhang,D-35,P-29,retail,2018-01-06,26585,emp1758@meridian.com,active
E-1759,  Paul Karen  ,D-15,P-75,mfg,2022-01-04,56853,EMP1759@MERIDIAN.COM,active
E-1760,LEO XU,D-36,P-16,retail,02/09/2026,25447,  emp1760@meridian. co  ,active
E-1761,guo yuki,D-10,P-39,retail,02/20/2019,28931,emp1761@meridian. co,active
E-1762,Paul Grace,D-23,P-39,retail,10/10/2025,51313,EMP1762@MERIDIAN.COM,active
E-1763,Vera Leo,D-35,P-58,retail,12-02-2015,47645,EMP1763@MERIDIAN.COM,active
E-1764,YUKI LI,D-35,P-23,retail,03/24/2019,"$8,383.00",emp1764@meridian.com,active
E-1765,  Vera Bob  ,D-33,P-38,retail,2015-04-14,"$59,202.00",emp1765@meridian. co,active
E-1766,WANG LEO,D-20,P-39,retail,2018-01-23,"22 725,00",emp1766@meridian.COM,left
E-1767,Sun Nick,D-25,P-76,retail,07-06-2021,"$26,151.00",emp1767@meridian.com,left
E-1768,David Rose,D-17,P-21,retail,11-12-2022,55147,emp1768@meridian. co,active
E-1769,Quinn Leo,D-21,P-98,mfg,2020-03-17,48003,emp1769@meridian. co,active
E-1770,CHEN ZANE,D-40,P-106,retail,13-01-2022,6282,  emp1770@meridian.com  ,active
E-1771,  Frank Alice  ,D-22,P-109,retail,02/12/2020,5 567,emp1771@meridian.com,active
E-1772,Zhao Zhao,D-29,P-83,retail,2019-08-05,35765,  emp1772@meridian. co  ,active
E-1773,bob nick,D-32,P-118,saas,2015-02-06,11282,EMP1773@MERIDIAN.COM,active
E-1774,David Xavier,D-11,P-79,retail,28-12-2022,"12 156,00",emp1774@meridian.com,active
E-1775,IVY KAREN,D-20,P-66,mfg,2015-03-13,27141,emp1775@meridian.com,active
E-1776,  Mona David  ,D-3,P-4,saas,26-04-2025,"$36,677.00",emp1776@meridian. co,active
E-1777,TINA ROSE,D-13,P-37,retail,2026-04-15,40168,EMP1777@MERIDIAN. CO,active
E-1778,  Liu Tina  ,D-29,P-25,retail,2018-06-10,"$16,069.00",emp1778@meridian.COM,active
E-1779,Henry Olive,D-22,P-116,saas,2026-02-10,25187,EMP1779@MERIDIAN.COM,active
E-1780,Li Vera,D-23,P-76,mfg,2016-09-19,7064,  emp1780@meridian. co  ,active
E-1781,Mona Wang,D-25,P-96,saas,10/17/2023,37254,emp1781@meridian.com,active
E-1782,Xavier Zhou,D-17,P-21,saas,2019-08-14,49706,emp1782@meridian.COM,active
E-1783,Tina Wang,D-40,P-117,retail,01-07-2018,12381,EMP1783@MERIDIAN.COM,active
E-1784,Carol Wu,D-3,P-39,retail,01/06/2023,19 288,emp1784@meridian.COM,left
E-1785,Yuki Carol,D-23,P-20,retail,07/25/2026,45070,  emp1785@meridian.com  ,active
E-1786,  Alice Quinn  ,D-1,P-2,mfg,02/27/2022,49 823,emp1786@meridian.com,left
E-1787,Yuki Tina,D-36,P-37,mfg,2020-09-22,25585,emp1787@meridian.COM,active
E-1788,Jack Paul,D-12,P-117,saas,13-07-2020,"$26,217.00",emp1788@meridian.com,active
E-1789,GRACE CAROL,D-15,P-65,saas,11/16/2024,"44 972,00",emp1789@meridian.COM,left
E-1790,Tina Hu,D-19,P-32,mfg,22-10-2026,"$27,750.00",  emp1790@meridian. co  ,active
E-1791,quinn wang,D-27,P-16,retail,2022-03-11,31727,emp1791@meridian.com,active
E-1792,Zhang Eve,D-37,P-99,retail,03/02/2015,"30 188,00",emp1792@meridian. co,active
E-1793,Zhang Hu,D-22,P-39,mfg,2022-01-06,40 804,emp1793@meridian.COM,active
E-1794,Paul Jack,D-32,P-3,retail,2019-01-27,"$14,806.00",EMP1794@MERIDIAN.COM,left
E-1795,Sun Ivy,D-11,P-47,retail,22-12-2015,59188,emp1795@meridian.com,active
E-1796,Paul Xu,D-17,P-87,mfg,07/03/2015,38443,emp1796@meridian.com,left
E-1797,Alice Wang,D-5,P-4,retail,01/11/2021,43661,emp1797@meridian. co,active
E-1798,Nick Hu,D-28,P-3,mfg,02/23/2025,"$46,199.00",emp1798@meridian.com,active
E-1799,ZANE MONA,D-40,P-41,retail,01/07/2015,5 992,EMP1799@MERIDIAN.COM,left
E-1800,Zhou Bob,D-10,P-20,retail,2023-03-09,42092,  emp1800@meridian. co  ,active
E-1801,CHEN ZHANG,D-13,P-63,saas,2020-10-09,45213,emp1801@meridian. co,active
E-1802,  Wu Grace  ,D-8,P-98,mfg,02/20/2016,37589,EMP1802@MERIDIAN. CO,active
E-1803,Lin Sam,D-40,P-59,retail,2018-12-18,6483,emp1803@meridian. co,active
E-1804,ivy karen,D-25,P-8,saas,2024-01-15,"$44,925.00",  emp1804@meridian.COM  ,active
E-1805,  Jack Zhou  ,D-1,P-60,saas,07/02/2025,"$22,737.00",emp1805@meridian.com,active
E-1806,Ivy Wu,D-5,P-34,saas,2018-07-26,57104,emp1806@meridian.com,active
E-1807,EVE FRANK,D-18,P-3,retail,2023-11-18,40 235,  emp1807@meridian.com  ,active
E-1808,Lin Wendy,D-9,P-4,retail,08/10/2020,"37 772,00",emp1808@meridian.com,active
E-1809,Bob Paul,D-34,P-54,mfg,2022-08-28,18928,emp1809@meridian. co,left
E-1810,Paul Jack,D-28,P-11,mfg,2025-11-21,"$33,097.00",emp1810@meridian. co,active
E-1811,LEO QUINN,D-36,P-86,mfg,2020-10-21,"$52,585.00",EMP1811@MERIDIAN.COM,left
E-1812,liu zhao,D-20,P-58,mfg,2025-05-10,"$29,715.00",emp1812@meridian. co,active
E-1813,wu david,D-23,P-74,retail,2026-09-11,30836,  emp1813@meridian.COM  ,active
E-1814,Wu Frank,D-9,P-105,retail,2018-10-25,"$43,880.00",emp1814@meridian.com,active
E-1815,Leo Li,D-9,P-72,saas,09/12/2016,14 718,  emp1815@meridian. co  ,active
E-1816,Paul Liu,D-35,P-40,retail,04/15/2015,58435,emp1816@meridian.com,active
E-1817,Zhou Mona,D-35,P-1,retail,01/16/2026,33 734,EMP1817@MERIDIAN. CO,left
E-1818,Wang Olive,D-11,P-3,saas,2025-04-21,45111,emp1818@meridian.COM,active
E-1819,Vera Lin,D-30,P-104,mfg,10/04/2019,40 875,emp1819@meridian.com,active
E-1820,Karen Ivy,D-26,P-12,retail,07/19/2018,"$59,351.00",EMP1820@MERIDIAN.COM,active
E-1821,  Henry Zhang  ,D-35,P-19,saas,2026-05-02,"$11,834.00",emp1821@meridian.COM,active
E-1822,  Eve Eve  ,D-15,P-111,retail,02/22/2026,"$6,972.00",emp1822@meridian. co,left
E-1823,  Chen Lin  ,D-18,P-35,retail,2023-11-27,"10 880,00",emp1823@meridian. co,active
E-1824,carol nick,D-21,P-1,mfg,08/24/2018,38428,EMP1824@MERIDIAN.COM,active
E-1825,David Wu,D-12,P-30,retail,2017-07-17,22988,emp1825@meridian.com,active
E-1826,Xavier Sun,D-15,P-64,saas,16-08-2019,24964,EMP1826@MERIDIAN.COM,left
E-1827,Xu Hu,D-24,P-20,retail,05/07/2025,20 174,emp1827@meridian.COM,left
E-1828,ALICE JACK,D-12,P-54,retail,2015-06-12,9137,emp1828@meridian. co,active
E-1829,Yuki Hu,D-13,P-43,mfg,2018-05-08,26876,  emp1829@meridian.COM  ,active
E-1830,TINA MONA,D-37,P-95,saas,2025-03-13,"$21,364.00",emp1830@meridian.com,left
E-1831,HU HU,D-18,P-51,saas,2023-07-28,"$5,002.00",emp1831@meridian.COM,active
E-1832,Zhou Olive,D-35,P-109,mfg,2016-08-12,"$57,668.00",emp1832@meridian.com,active
E-1833,Eve Umar,D-30,P-59,saas,2024-11-08,55196,emp1833@meridian. co,active
E-1834,  Jack Chen  ,D-38,P-119,retail,04/11/2024,49132,EMP1834@MERIDIAN.COM,active
E-1835,GUO UMAR,D-4,P-2,retail,11-01-2024,"$43,451.00",emp1835@meridian.COM,active
E-1836,  Eve Sam  ,D-25,P-114,mfg,2018-04-17,"$10,057.00",  emp1836@meridian.COM  ,left
E-1837,  Zhou Alice  ,D-3,P-33,mfg,2025-02-15,29281,EMP1837@MERIDIAN.COM,active
E-1838,OLIVE NICK,D-24,P-88,retail,07/27/2015,12671,EMP1838@MERIDIAN.COM,active
E-1839,Quinn Chen,D-20,P-58,retail,12-02-2023,17006,emp1839@meridian. co,active
E-1840,Zane Tina,D-9,P-64,retail,01/05/2015,50 166,emp1840@meridian.com,active
E-1841,TINA ALICE,D-15,P-42,retail,11/24/2021,"$43,265.00",  emp1841@meridian. co  ,active
E-1842,CAROL GUO,D-13,P-100,retail,2024-01-28,"16 436,00",EMP1842@MERIDIAN. CO,active
E-1843,  Guo Vera  ,D-30,P-113,retail,2026-07-08,27984,emp1843@meridian.COM,active
E-1844,Alice Umar,D-24,P-64,mfg,12/26/2023,"$31,975.00",emp1844@meridian. co,active
E-1845,  Zhang Yuki  ,D-24,P-47,mfg,2015-01-11,"$56,524.00",EMP1845@MERIDIAN.COM,active
E-1846,Hu Zhou,D-12,P-92,retail,2016-05-08,"$5,175.00",  emp1846@meridian.COM  ,active
E-1847,Li Li,D-26,P-78,retail,2025-07-20,6599,EMP1847@MERIDIAN.COM,active
E-1848,Tina Hu,D-29,P-5,mfg,09/23/2025,16739,  emp1848@meridian.com  ,active
E-1849,Xu Zhang,D-38,P-14,retail,04/23/2019,49514,EMP1849@MERIDIAN. CO,active
E-1850,UMAR XU,D-13,P-113,retail,2017-06-26,"$41,037.00",  emp1850@meridian. co  ,active
E-1851,david xu,D-28,P-113,mfg,2025-02-22,"$45,811.00",emp1851@meridian.com,active
E-1852,Frank Grace,D-3,P-51,mfg,01/06/2023,15224,  emp1852@meridian.com  ,active
E-1853,Guo Zhou,D-9,P-112,mfg,2026-12-21,"18 600,00",  emp1853@meridian.COM  ,active
E-1854,Xu Yuki,D-22,P-38,retail,07/13/2020,"$26,223.00",emp1854@meridian. co,active
E-1855,IVY VERA,D-38,P-36,mfg,11/04/2019,"$49,405.00",  emp1855@meridian.com  ,active
E-1856,  Vera Henry  ,D-27,P-4,mfg,2022-09-12,"56 200,00",emp1856@meridian.COM,left
E-1857,Carol Paul,D-9,P-61,retail,07/22/2023,11045,emp1857@meridian.COM,active
E-1858,Xavier Li,D-4,P-77,mfg,08-07-2021,5870,  emp1858@meridian. co  ,active
E-1859,VERA XU,D-29,P-60,mfg,2022-11-10,28187,emp1859@meridian. co,active
E-1860,  Tina Leo  ,D-39,P-49,retail,04/19/2018,"20 958,00",emp1860@meridian.com,active
E-1861,Xu Jack,D-24,P-108,retail,22-04-2015,"$15,963.00",emp1861@meridian. co,active
E-1862,YUKI KAREN,D-4,P-67,retail,2020-11-25,29156,EMP1862@MERIDIAN.COM,active
E-1863,Guo Vera,D-25,P-23,saas,01/04/2018,"$14,133.00",emp1863@meridian.COM,active
E-1864,  Karen Guo  ,D-24,P-98,saas,2016-03-01,"$7,100.00",emp1864@meridian. co,active
E-1865,zhang henry,D-22,P-56,mfg,2021-01-18,"9 737,00",EMP1865@MERIDIAN.COM,active
E-1866,  Grace Nick  ,D-28,P-6,mfg,03-10-2025,55469,EMP1866@MERIDIAN. CO,active
E-1867,Alice Rose,D-6,P-32,mfg,04/16/2017,41782,emp1867@meridian.COM,active
E-1868,Wu Wendy,D-21,P-85,retail,2020-10-19,41563,  emp1868@meridian. co  ,active
E-1869,Grace Wang,D-5,P-25,retail,2023-07-14,"$9,085.00",emp1869@meridian.COM,active
E-1870,Liu Zhao,D-24,P-54,retail,2015-01-24,15913,  emp1870@meridian. co  ,left
E-1871,Henry Zhou,D-9,P-47,saas,2016-04-10,"40 555,00",emp1871@meridian.com,active
E-1872,  Yuki Carol  ,D-23,P-58,retail,11/27/2020,"$13,394.00",emp1872@meridian.COM,active
E-1873,JACK FRANK,D-5,P-24,retail,05/27/2019,17653,emp1873@meridian.com,left
E-1874,Yuki Zhao,D-36,P-2,saas,2021-07-24,"$44,494.00",EMP1874@MERIDIAN.COM,active
E-1875,Paul Tina,D-32,P-63,saas,28-04-2019,39298,emp1875@meridian.com,left
E-1876,Zane Yuki,D-1,P-64,mfg,2025-04-23,"56 522,00",  emp1876@meridian.COM  ,active
E-1877,Carol Henry,D-21,P-57,mfg,05/25/2024,"$18,562.00",emp1877@meridian.com,active
E-1878,Guo Eve,D-8,P-80,retail,10-10-2021,"57 105,00",  emp1878@meridian.COM  ,left
E-1879,ivy david,D-4,P-14,retail,2026-08-18,45745,emp1879@meridian.com,active
E-1880,GUO MONA,D-10,P-120,saas,2019-05-26,"$51,319.00",  emp1880@meridian.com  ,active
E-1881,jack vera,D-25,P-19,retail,2024-08-26,"$56,877.00",  emp1881@meridian. co  ,active
E-1882,  Wendy Wendy  ,D-10,P-93,mfg,2016-07-24,"$48,005.00",emp1882@meridian.com,active
E-1883,ALICE ROSE,D-12,P-78,retail,08/12/2018,"$43,084.00",emp1883@meridian.COM,left
E-1884,XU KAREN,D-36,P-62,mfg,2025-03-16,"53 649,00",emp1884@meridian.com,active
E-1885,Sun Wu,D-2,P-93,saas,10/17/2016,"53 092,00",emp1885@meridian.COM,active
E-1886,Alice Ivy,D-34,P-67,retail,2021-06-03,27219,  emp1886@meridian. co  ,active
E-1887,  Quinn Mona  ,D-38,P-67,mfg,2017-05-19,"48 179,00",  emp1887@meridian. co  ,active
E-1888,  Olive Zane  ,D-1,P-12,retail,01/26/2022,20598,emp1888@meridian. co,active
E-1889,  Chen Lin  ,D-37,P-29,mfg,12/28/2016,24646,emp1889@meridian.COM,active
E-1890,  Umar Nick  ,D-23,P-49,mfg,03/07/2023,20090,emp1890@meridian. co,active
E-1891,Karen Umar,D-11,P-80,saas,2016-01-25,"$27,358.00",EMP1891@MERIDIAN.COM,active
E-1892,QUINN XU,D-33,P-88,retail,09/10/2018,"22 055,00",emp1892@meridian. co,left
E-1893,  Paul Wendy  ,D-28,P-4,mfg,2025-07-12,"$37,353.00",emp1893@meridian. co,active
E-1894,Rose Li,D-1,P-79,retail,2026-07-25,13694,  emp1894@meridian. co  ,active
E-1895,Sam Eve,D-3,P-17,mfg,2019-01-24,9965,emp1895@meridian. co,active
E-1896,Nick Lin,D-15,P-10,saas,2025-06-17,"$49,410.00",emp1896@meridian.com,active
E-1897,Wu Karen,D-37,P-68,retail,12/21/2024,"$13,168.00",  emp1897@meridian.com  ,left
E-1898,Zane Tina,D-36,P-69,retail,2023-08-18,44885,  emp1898@meridian. co  ,active
E-1899,lin zhang,D-34,P-16,mfg,2019-08-16,8891,emp1899@meridian.com,left
E-1900,Bob Quinn,D-11,P-43,retail,2019-08-08,54790,EMP1900@MERIDIAN.COM,active
E-1901,GUO JACK,D-23,P-16,mfg,04-01-2016,"$39,261.00",emp1901@meridian.COM,active
E-1902,Zhou Chen,D-26,P-5,retail,04-03-2018,57174,emp1902@meridian.COM,active
E-1903,Henry Nick,D-7,P-114,retail,2018-11-12,20439,emp1903@meridian. co,active
E-1904,  Rose Li  ,D-2,P-64,retail,09/27/2022,50 806,emp1904@meridian. co,active
E-1905,David Henry,D-33,P-116,saas,2026-03-26,50 228,emp1905@meridian. co,active
E-1906,Vera Zhao,D-9,P-66,retail,21-11-2026,19046,  emp1906@meridian.com  ,active
E-1907,LIN ZHOU,D-35,P-6,saas,06/10/2023,11567,EMP1907@MERIDIAN.COM,active
E-1908,CHEN WANG,D-14,P-120,mfg,14-12-2019,"30 417,00",emp1908@meridian.COM,active
E-1909,  Zhao Henry  ,D-26,P-18,mfg,10/28/2016,8 162,  emp1909@meridian.COM  ,active
E-1910,Sun Yuki,D-9,P-42,retail,11/08/2025,"$56,469.00",  emp1910@meridian.com  ,active
E-1911,ZHANG ZHAO,D-1,P-100,saas,2015-04-03,9047,emp1911@meridian.com,active
E-1912,  Chen Mona  ,D-32,P-83,retail,20-10-2015,"$27,206.00",EMP1912@MERIDIAN.COM,left
E-1913,ZHOU IVY,D-22,P-116,retail,12/20/2023,45 788,emp1913@meridian.COM,active
E-1914,  Alice Lin  ,D-32,P-99,retail,2021-09-01,"$48,398.00",emp1914@meridian. co,active
E-1915,  Zhang Ivy  ,D-9,P-17,retail,2021-09-13,6 707,  emp1915@meridian.com  ,active
E-1916,  Grace Bob  ,D-40,P-110,retail,07/06/2016,21538,emp1916@meridian.COM,active
E-1917,Wu David,D-23,P-93,mfg,09/19/2023,"$15,620.00",emp1917@meridian.com,active
E-1918,Li Zane,D-26,P-52,retail,08/06/2023,"10 002,00",emp1918@meridian.com,active
E-1919,Jack Lin,D-38,P-88,retail,2016-06-01,5192,EMP1919@MERIDIAN.COM,active
E-1920,PAUL ZHAO,D-1,P-10,retail,2020-11-07,"8 298,00",  emp1920@meridian. co  ,active
E-1921,David Zhang,D-30,P-81,retail,12/24/2025,"$40,755.00",emp1921@meridian.COM,active
E-1922,  Wu Quinn  ,D-2,P-44,retail,10/16/2021,"8 650,00",  emp1922@meridian.com  ,left
E-1923,  Umar Xu  ,D-40,P-68,saas,2023-04-20,"$17,186.00",  emp1923@meridian.COM  ,active
E-1924,LI ZANE,D-21,P-24,mfg,19-10-2025,7544,  emp1924@meridian. co  ,active
E-1925,Wendy Liu,D-25,P-32,retail,21-10-2020,"44 793,00",emp1925@meridian. co,active
E-1926,OLIVE NICK,D-15,P-14,mfg,2018-08-19,"25 425,00",EMP1926@MERIDIAN. CO,active
E-1927,Carol Liu,D-35,P-42,saas,2021-05-02,"$51,370.00",emp1927@meridian.com,active
E-1928,Frank Nick,D-36,P-70,retail,2018-07-04,"$24,991.00",emp1928@meridian.com,active
E-1929,WANG LIN,D-40,P-49,mfg,2015-12-21,57002,emp1929@meridian.COM,active
E-1930,NICK ZANE,D-6,P-58,saas,09/02/2018,48835,  emp1930@meridian.com  ,active
E-1931,Chen Vera,D-13,P-112,mfg,2017-02-15,"$57,012.00",emp1931@meridian.com,active
E-1932,Xu Eve,D-37,P-109,retail,2017-06-18,35989,emp1932@meridian.com,active
E-1933,LIU ZHANG,D-16,P-87,mfg,05-12-2025,15006,  emp1933@meridian. co  ,active
E-1934,Wu Carol,D-22,P-67,retail,2019-08-06,26989,emp1934@meridian. co,active
E-1935,Wu Li,D-9,P-118,retail,12/03/2015,"$11,992.00",emp1935@meridian.com,active
E-1936,Chen Zhou,D-28,P-39,mfg,18-05-2022,7625,emp1936@meridian.com,active
E-1937,WANG SAM,D-6,P-77,mfg,2016-11-25,"40 168,00",emp1937@meridian. co,active
