lead_id,channel_id,company,email,created_at,quality
LD-888,CH-8,Cyberdyne lead35,LEAD887@LEADS.IO,2026-09-05,warm
LD-889,CH-3,Oscorp lead36,lead888@leads.io,2026-07-23,HOT
LD-890,CH-7,WEYLAND-YUTANI LEAD37,lead889@sales.net,05/07/2026,warm
LD-891,CH-5,BLACK MESA LEAD38,lead890@prospect.com,2025-04-07,warm
LD-892,CH-7,Weyland-Yutani lead39,  lead891@sales.net  ,2025-08-25,hot
LD-893,CH-1,CYBERDYNE LEAD40,lead892@prospect.com,09/03/2026,warm
LD-894,CH-2,PIED PIPER LEAD41,lead893@sales.net,2025-08-10,HOT
LD-895,CH-4,Wonka lead42,LEAD894@LEADS.IO,2026-11-17,warm
LD-896,CH-7,Aperture lead43,LEAD895@PROSPECT.COM,19-12-2026,hot
LD-897,CH-5,Dunder Mifflin lead44,  lead896@sales.net  ,2025-07-23,cold
LD-898,CH-1,Initech lead45,lead897@leads.io,08/26/2026,warm
LD-899,CH-4,dunder mifflin lead46,lead898@prospect.com,12/24/2026,cold
LD-900,CH-6,ACME CORP LEAD47,lead899@leads.io,2026-07-19,hot
LD-901,CH-6,APERTURE LEAD48,  lead900@sales.net  ,2026-06-09,cold
LD-902,CH-5,Hooli lead49,  lead901@leads.io  ,2026-06-23,HOT
LD-903,CH-8,LexCorp lead50,LEAD902@LEADS.IO,08/19/2025,HOT
LD-904,CH-8,  Umbrella Co lead51  ,lead903@prospect.com,2025-10-01,warm
LD-905,CH-4,Oscorp lead52,lead904@prospect.com,03-01-2025,HOT
LD-906,CH-6,  LexCorp lead53  ,lead905@prospect.com,06/10/2025,HOT
LD-907,CH-8,APERTURE LEAD54,lead906@prospect.com,2026-10-24,warm
LD-908,CH-4,APERTURE LEAD55,lead907@sales.net,27-05-2025,cold
LD-909,CH-1,Black Mesa lead56,lead908@leads.io,10/21/2025,warm
LD-910,CH-5,Wonka lead57,lead909@sales.net,06/22/2026,cold
LD-911,CH-7,BLACK MESA LEAD58,lead910@sales.net,20-02-2025,cold
LD-912,CH-8,LexCorp lead59,lead911@sales.net,2025-05-27,HOT
LD-913,CH-4,INITECH LEAD60,LEAD912@SALES.NET,06/14/2025,HOT
LD-914,CH-3,DUNDER MIFFLIN LEAD61,LEAD913@PROSPECT.COM,05/14/2025,HOT
LD-915,CH-6,Aperture lead62,LEAD914@PROSPECT.COM,04/16/2026,cold
LD-916,CH-8,WEYLAND-YUTANI LEAD63,lead915@sales.net,12/11/2025,warm
LD-917,CH-2,  Black Mesa lead64  ,  lead916@sales.net  ,2025-11-12,hot
LD-918,CH-8,Wayne Enterprises lead65,lead917@leads.io,05/06/2025,warm
LD-919,CH-1,Vandelay lead66,lead918@leads.io,10/16/2026,HOT
LD-920,CH-1,Cyberdyne lead67,  lead919@prospect.com  ,2026-08-19,warm
LD-921,CH-8,APERTURE LEAD68,lead920@prospect.com,09/17/2025,cold
LD-922,CH-4,Pied Piper lead69,  lead921@sales.net  ,2025-04-27,cold
LD-923,CH-2,  Umbrella Co lead70  ,lead922@sales.net,22-07-2026,warm
LD-924,CH-5,Black Mesa lead0,  lead923@sales.net  ,2025-06-14,warm
LD-925,CH-5,acme corp lead1,  lead924@prospect.com  ,04/20/2026,warm
LD-926,CH-4,Pied Piper lead2,lead925@leads.io,09/13/2025,warm
LD-927,CH-4,Tyrell Corp lead3,lead926@sales.net,09/14/2026,warm
LD-928,CH-2,Cyberdyne lead4,LEAD927@PROSPECT.COM,2026-01-04,HOT
LD-929,CH-6,Black Mesa lead5,lead928@prospect.com,09/02/2026,HOT
LD-930,CH-3,  Tyrell Corp lead6  ,LEAD929@SALES.NET,07/12/2026,warm
LD-931,CH-3,Vandelay lead7,lead930@sales.net,2026-04-26,hot
LD-932,CH-7,Vandelay lead8,  lead931@sales.net  ,05/10/2026,cold
LD-933,CH-2,Dunder Mifflin lead9,LEAD932@PROSPECT.COM,2026-12-10,warm
LD-934,CH-4,  LexCorp lead10  ,lead933@leads.io,2025-03-10,HOT
LD-935,CH-4,Umbrella Co lead11,  lead934@leads.io  ,10-05-2025,hot
LD-936,CH-5,PIED PIPER LEAD12,lead935@leads.io,05/08/2025,cold
LD-937,CH-8,Wonka lead13,lead936@leads.io,2025-02-16,warm
LD-938,CH-7,  Globex lead14  ,  lead937@leads.io  ,05/21/2026,warm
LD-939,CH-4,Cyberdyne lead15,LEAD938@PROSPECT.COM,02/21/2026,warm
LD-940,CH-6,Umbrella Co lead16,  lead939@leads.io  ,2026-04-17,warm
LD-941,CH-3,Acme Corp lead17,lead940@leads.io,02/26/2025,hot
LD-942,CH-1,Stark Industries lead18,  lead941@prospect.com  ,08/07/2025,hot
LD-943,CH-3,ACME CORP LEAD19,lead942@leads.io,27-01-2026,hot
LD-944,CH-6,black mesa lead20,lead943@leads.io,2026-05-04,cold
LD-945,CH-8,CYBERDYNE LEAD21,lead944@leads.io,2026-02-20,HOT
LD-946,CH-8,  Stark Industries lead22  ,lead945@leads.io,2026-12-13,warm
LD-947,CH-3,TYRELL CORP LEAD23,lead946@leads.io,05-06-2026,HOT
LD-948,CH-5,Globex lead24,  lead947@leads.io  ,05/19/2025,HOT
LD-949,CH-4,Cyberdyne lead25,  lead948@leads.io  ,2025-04-17,warm
LD-950,CH-8,Initech lead26,lead949@leads.io,2025-12-17,cold
LD-951,CH-7,OSCORP LEAD27,lead950@leads.io,17-03-2026,hot
LD-952,CH-1,Umbrella Co lead28,lead951@sales.net,2025-06-04,cold
LD-953,CH-4,Wayne Enterprises lead29,LEAD952@SALES.NET,2026-05-25,cold
LD-954,CH-2,globex lead30,lead953@sales.net,2025-08-18,cold
LD-955,CH-7,LexCorp lead31,  lead954@sales.net  ,12-11-2025,cold
LD-956,CH-2,OSCORP LEAD32,lead955@prospect.com,10/21/2026,HOT
LD-957,CH-3,  Pied Piper lead33  ,lead956@prospect.com,2025-08-10,HOT
LD-958,CH-4,hooli lead34,lead957@prospect.com,2026-12-05,cold
LD-959,CH-7,Globex lead35,  lead958@prospect.com  ,11/10/2025,hot
LD-960,CH-7,Massive Dynamic lead36,LEAD959@LEADS.IO,26-06-2026,hot
LD-961,CH-4,  Pied Piper lead37  ,lead960@leads.io,2026-08-12,HOT
LD-962,CH-1,Aperture lead38,lead961@prospect.com,01/20/2026,cold
LD-963,CH-8,MASSIVE DYNAMIC LEAD39,lead962@sales.net,06/15/2025,warm
LD-964,CH-1,Umbrella Co lead40,lead963@prospect.com,07/22/2026,cold
LD-965,CH-5,Stark Industries lead41,LEAD964@PROSPECT.COM,02/28/2026,warm
LD-966,CH-1,Tyrell Corp lead42,lead965@sales.net,01-03-2026,warm
LD-967,CH-4,GLOBEX LEAD43,LEAD966@PROSPECT.COM,2025-08-13,cold
LD-968,CH-6,Wonka lead44,LEAD967@SALES.NET,24-12-2026,hot
LD-969,CH-4,tyrell corp lead45,lead968@sales.net,2026-05-13,warm
LD-970,CH-7,Cyberdyne lead46,lead969@prospect.com,2025-04-24,warm
LD-971,CH-5,OSCORP LEAD47,  lead970@leads.io  ,22-09-2025,HOT
LD-972,CH-2,Globex lead48,LEAD971@SALES.NET,11-02-2025,HOT
LD-973,CH-2,Acme Corp lead49,  lead972@prospect.com  ,03/28/2026,warm
LD-974,CH-7,Initech lead50,  lead973@sales.net  ,11/10/2025,cold
LD-975,CH-2,Tyrell Corp lead51,  lead974@leads.io  ,07/06/2025,HOT
LD-976,CH-6,APERTURE LEAD52,LEAD975@LEADS.IO,26-04-2026,cold
LD-977,CH-6,Black Mesa lead53,lead976@sales.net,2026-08-03,HOT
LD-978,CH-6,CYBERDYNE LEAD54,LEAD977@LEADS.IO,2026-01-10,HOT
LD-979,CH-8,Blue Sun lead55,LEAD978@PROSPECT.COM,13-05-2026,cold
LD-980,CH-3,Aperture lead56,lead979@prospect.com,11/19/2025,HOT
LD-981,CH-7,Wonka lead57,lead980@prospect.com,2026-11-13,cold
LD-982,CH-6,Globex lead58,lead981@leads.io,2026-04-08,warm
LD-983,CH-5,  Stark Industries lead59  ,lead982@prospect.com,10/03/2026,warm
LD-984,CH-7,  Hooli lead60  ,  lead983@sales.net  ,11/24/2025,cold
LD-985,CH-4,Vandelay lead61,lead984@sales.net,2025-08-09,HOT
LD-986,CH-4,Acme Corp lead62,  lead985@leads.io  ,2026-06-05,HOT
LD-987,CH-8,Cyberdyne lead63,LEAD986@SALES.NET,2025-07-05,cold
LD-988,CH-4,  Pied Piper lead64  ,lead987@prospect.com,24-05-2026,HOT
LD-989,CH-7,CYBERDYNE LEAD65,lead988@prospect.com,12/26/2025,warm
LD-990,CH-4,  Umbrella Co lead66  ,lead989@sales.net,05-03-2026,cold
LD-991,CH-7,  Weyland-Yutani lead67  ,lead990@prospect.com,2026-01-06,cold
LD-992,CH-7,Oscorp lead68,lead991@prospect.com,06/13/2026,HOT
LD-993,CH-8,Initech lead69,LEAD992@PROSPECT.COM,06/21/2026,HOT
LD-994,CH-1,Umbrella Co lead70,lead993@prospect.com,2026-10-26,hot
LD-995,CH-8,  Acme Corp lead0  ,  lead994@sales.net  ,2025-03-17,hot
LD-996,CH-6,Initech lead1,LEAD995@PROSPECT.COM,27-05-2026,cold
LD-997,CH-6,Oscorp lead2,LEAD996@SALES.NET,01/02/2026,hot
LD-998,CH-5,Initech lead3,lead997@prospect.com,01/24/2026,hot
LD-999,CH-8,Dunder Mifflin lead4,LEAD998@LEADS.IO,01/04/2026,HOT
LD-1000,CH-5,  Wonka lead5  ,lead999@sales.net,2025-03-27,HOT
LD-1001,CH-6,Hooli lead6,LEAD1000@LEADS.IO,2025-06-08,warm
LD-1002,CH-3,BLACK MESA LEAD7,  lead1001@sales.net  ,2025-03-09,hot
LD-1003,CH-1,Black Mesa lead8,lead1002@prospect.com,2026-04-16,warm
LD-1004,CH-7,Oscorp lead9,lead1003@prospect.com,2025-06-08,warm
LD-1005,CH-6,lexcorp lead10,lead1004@sales.net,27-03-2026,warm
LD-1006,CH-2,Pied Piper lead11,lead1005@prospect.com,2026-10-05,hot
LD-1007,CH-4,OSCORP LEAD12,  lead1006@prospect.com  ,02-12-2025,hot
LD-1008,CH-1,  Initech lead13  ,  lead1007@sales.net  ,03/25/2025,hot
LD-1009,CH-4,Globex lead14,  lead1008@leads.io  ,2025-07-09,hot
LD-1010,CH-7,Weyland-Yutani lead15,lead1009@leads.io,08-07-2026,warm
LD-1011,CH-3,Black Mesa lead16,lead1010@leads.io,2026-11-01,cold
LD-1012,CH-5,Oscorp lead17,lead1011@leads.io,2025-07-11,hot
LD-1013,CH-6,  Oscorp lead18  ,lead1012@sales.net,2026-05-03,hot
LD-1014,CH-3,CYBERDYNE LEAD19,  lead1013@leads.io  ,2025-09-16,HOT
LD-1015,CH-4,Cyberdyne lead20,lead1014@prospect.com,2026-03-01,hot
LD-1016,CH-5,  Hooli lead21  ,lead1015@sales.net,2026-01-05,cold
LD-1017,CH-5,APERTURE LEAD22,LEAD1016@SALES.NET,28-10-2025,hot
LD-1018,CH-8,INITECH LEAD23,LEAD1017@PROSPECT.COM,2025-07-12,HOT
LD-1019,CH-4,Cyberdyne lead24,lead1018@leads.io,05-06-2026,warm
LD-1020,CH-5,wonka lead25,LEAD1019@SALES.NET,2026-01-08,hot
LD-1021,CH-7,Dunder Mifflin lead26,lead1020@leads.io,06/15/2026,HOT
LD-1022,CH-6,Wonka lead27,lead1021@sales.net,02/08/2026,cold
LD-1023,CH-7,Oscorp lead28,LEAD1022@PROSPECT.COM,2025-02-27,HOT
LD-1024,CH-6,black mesa lead29,lead1023@leads.io,03/25/2025,cold
LD-1025,CH-7,  Aperture lead30  ,lead1024@prospect.com,05-02-2026,HOT
LD-1026,CH-4,  Acme Corp lead31  ,lead1025@prospect.com,2026-03-20,cold
LD-1027,CH-5,LexCorp lead32,lead1026@prospect.com,2026-05-01,cold
LD-1028,CH-6,  Pied Piper lead33  ,lead1027@sales.net,07/16/2026,HOT
LD-1029,CH-1,lexcorp lead34,lead1028@prospect.com,2025-08-15,warm
LD-1030,CH-8,MASSIVE DYNAMIC LEAD35,lead1029@leads.io,2025-12-03,HOT
LD-1031,CH-4,BLUE SUN LEAD36,LEAD1030@LEADS.IO,2025-05-18,HOT
LD-1032,CH-7,  Vandelay lead37  ,lead1031@leads.io,2026-11-09,cold
LD-1033,CH-2,  Aperture lead38  ,  lead1032@leads.io  ,10/13/2026,hot
LD-1034,CH-3,MASSIVE DYNAMIC LEAD39,  lead1033@prospect.com  ,06/03/2025,hot
LD-1035,CH-8,VANDELAY LEAD40,LEAD1034@LEADS.IO,08/07/2025,cold
LD-1036,CH-5,vandelay lead41,lead1035@prospect.com,2026-10-24,hot
LD-1037,CH-6,Wonka lead42,lead1036@prospect.com,06/08/2025,cold
LD-1038,CH-1,Dunder Mifflin lead43,lead1037@prospect.com,17-06-2025,HOT
LD-1039,CH-3,  Cyberdyne lead44  ,  lead1038@prospect.com  ,07/22/2025,cold
LD-1040,CH-5,Umbrella Co lead45,lead1039@sales.net,11/03/2025,HOT
LD-1041,CH-1,  Massive Dynamic lead46  ,lead1040@prospect.com,2026-08-11,hot
LD-1042,CH-7,Blue Sun lead47,lead1041@leads.io,20-11-2026,hot
LD-1043,CH-4,Weyland-Yutani lead48,  lead1042@sales.net  ,2026-04-14,hot
LD-1044,CH-3,  Cyberdyne lead49  ,lead1043@leads.io,2025-09-07,warm
LD-1045,CH-6,OSCORP LEAD50,lead1044@prospect.com,07-05-2025,warm
LD-1046,CH-7,Vandelay lead51,LEAD1045@SALES.NET,11/02/2026,warm
LD-1047,CH-3,hooli lead52,  lead1046@leads.io  ,2025-06-24,hot
LD-1048,CH-7,VANDELAY LEAD53,lead1047@prospect.com,2026-02-10,warm
LD-1049,CH-8,  Acme Corp lead54  ,lead1048@leads.io,08/19/2026,hot
LD-1050,CH-6,massive dynamic lead55,lead1049@sales.net,2026-11-15,cold
LD-1051,CH-4,dunder mifflin lead56,  lead1050@prospect.com  ,2025-01-27,hot
LD-1052,CH-8,Blue Sun lead57,lead1051@leads.io,09/12/2026,cold
LD-1053,CH-2,Weyland-Yutani lead58,lead1052@leads.io,05/01/2026,warm
LD-1054,CH-4,Aperture lead59,lead1053@prospect.com,2025-11-15,cold
LD-1055,CH-2,Pied Piper lead60,  lead1054@prospect.com  ,2026-06-19,HOT
LD-1056,CH-2,BLACK MESA LEAD61,LEAD1055@PROSPECT.COM,2026-01-12,hot
LD-1057,CH-5,GLOBEX LEAD62,lead1056@leads.io,01-06-2026,hot
LD-1058,CH-2,Dunder Mifflin lead63,LEAD1057@LEADS.IO,2025-10-13,warm
LD-1059,CH-1,  Massive Dynamic lead64  ,lead1058@leads.io,07-12-2026,hot
LD-1060,CH-2,  Black Mesa lead65  ,lead1059@sales.net,10/09/2025,warm
LD-1061,CH-1,Wayne Enterprises lead66,lead1060@prospect.com,2026-04-15,HOT
LD-1062,CH-7,Vandelay lead67,lead1061@prospect.com,2026-12-26,cold
LD-1063,CH-2,  Weyland-Yutani lead68  ,lead1062@prospect.com,09/04/2026,hot
LD-1064,CH-2,Massive Dynamic lead69,lead1063@leads.io,2025-02-18,hot
LD-1065,CH-7,  Massive Dynamic lead70  ,lead1064@prospect.com,09/03/2025,hot
LD-1066,CH-7,LEXCORP LEAD0,lead1065@prospect.com,2026-01-23,HOT
LD-1067,CH-6,pied piper lead1,lead1066@leads.io,18-11-2025,warm
LD-1068,CH-3,  Cyberdyne lead2  ,  lead1067@prospect.com  ,21-03-2026,cold
LD-1069,CH-7,  LexCorp lead3  ,lead1068@leads.io,2025-07-07,hot
LD-1070,CH-6,  Stark Industries lead4  ,lead1069@prospect.com,20-09-2025,HOT
LD-1071,CH-1,Hooli lead5,  lead1070@prospect.com  ,2025-04-26,HOT
LD-1072,CH-4,  Aperture lead6  ,lead1071@sales.net,2026-09-01,HOT
LD-1073,CH-8,WAYNE ENTERPRISES LEAD7,  lead1072@leads.io  ,19-09-2025,HOT
LD-1074,CH-4,Vandelay lead8,lead1073@leads.io,2025-07-05,cold
LD-1075,CH-2,DUNDER MIFFLIN LEAD9,LEAD1074@PROSPECT.COM,25-02-2025,cold
LD-1076,CH-4,  Aperture lead10  ,lead1075@sales.net,2026-04-05,hot
LD-1077,CH-1,  Wayne Enterprises lead11  ,lead1076@prospect.com,2026-08-11,warm
LD-1078,CH-6,Stark Industries lead12,lead1077@leads.io,01/28/2026,warm
LD-1079,CH-2,WEYLAND-YUTANI LEAD13,  lead1078@prospect.com  ,04/02/2026,cold
LD-1080,CH-5,Pied Piper lead14,lead1079@leads.io,2026-08-19,cold
LD-1081,CH-8,Cyberdyne lead15,lead1080@leads.io,27-04-2025,HOT
LD-1082,CH-3,Black Mesa lead16,lead1081@leads.io,07-11-2026,HOT
LD-1083,CH-3,WEYLAND-YUTANI LEAD17,LEAD1082@PROSPECT.COM,2025-02-14,HOT
LD-1084,CH-4,Black Mesa lead18,  lead1083@prospect.com  ,2025-05-06,cold
LD-1085,CH-2,  Pied Piper lead19  ,  lead1084@prospect.com  ,02/20/2025,HOT
LD-1086,CH-8,PIED PIPER LEAD20,LEAD1085@PROSPECT.COM,10/13/2025,warm
LD-1087,CH-1,Cyberdyne lead21,lead1086@leads.io,10-11-2025,hot
LD-1088,CH-3,  Globex lead22  ,lead1087@prospect.com,2025-02-14,cold
LD-1089,CH-6,Tyrell Corp lead23,LEAD1088@SALES.NET,2026-05-01,cold
LD-1090,CH-4,  Wonka lead24  ,LEAD1089@PROSPECT.COM,10/10/2025,warm
LD-1091,CH-3,INITECH LEAD25,lead1090@leads.io,10/27/2025,warm
LD-1092,CH-2,LexCorp lead26,lead1091@leads.io,2025-10-18,hot
LD-1093,CH-6,Cyberdyne lead27,lead1092@prospect.com,2026-03-25,hot
LD-1094,CH-4,hooli lead28,lead1093@prospect.com,2025-10-01,HOT
LD-1095,CH-4,  Wayne Enterprises lead29  ,lead1094@leads.io,12/01/2025,HOT
LD-1096,CH-3,  Globex lead30  ,lead1095@leads.io,03/26/2025,warm
LD-1097,CH-1,  Hooli lead31  ,lead1096@prospect.com,05/23/2025,hot
LD-1098,CH-8,  Dunder Mifflin lead32  ,lead1097@sales.net,2025-06-13,hot
LD-1099,CH-5,UMBRELLA CO LEAD33,lead1098@sales.net,12/25/2025,cold
LD-1100,CH-5,Initech lead34,LEAD1099@LEADS.IO,2026-08-05,HOT
LD-1101,CH-3,Globex lead35,lead1100@sales.net,2026-01-21,cold
LD-1102,CH-4,Blue Sun lead36,lead1101@prospect.com,10/27/2026,warm
LD-1103,CH-7,  Vandelay lead37  ,  lead1102@leads.io  ,12/03/2025,warm
LD-1104,CH-4,Acme Corp lead38,lead1103@sales.net,2025-04-17,cold
LD-1105,CH-8,  Pied Piper lead39  ,lead1104@leads.io,15-11-2026,HOT
LD-1106,CH-1,Tyrell Corp lead40,lead1105@prospect.com,2026-11-21,hot
LD-1107,CH-5,  Cyberdyne lead41  ,  lead1106@leads.io  ,06/15/2026,cold
LD-1108,CH-3,Tyrell Corp lead42,lead1107@prospect.com,11/28/2025,cold
LD-1109,CH-4,HOOLI LEAD43,lead1108@sales.net,2026-07-15,HOT
LD-1110,CH-3,APERTURE LEAD44,  lead1109@prospect.com  ,2026-03-02,cold
LD-1111,CH-6,acme corp lead45,lead1110@sales.net,25-01-2025,cold
LD-1112,CH-2,Pied Piper lead46,lead1111@leads.io,2026-06-17,hot
LD-1113,CH-5,Vandelay lead47,lead1112@prospect.com,07/15/2025,cold
LD-1114,CH-4,TYRELL CORP LEAD48,LEAD1113@LEADS.IO,2025-12-10,cold
LD-1115,CH-6,Initech lead49,lead1114@leads.io,04/18/2025,HOT
LD-1116,CH-6,UMBRELLA CO LEAD50,  lead1115@leads.io  ,10/08/2026,HOT
LD-1117,CH-8,stark industries lead51,LEAD1116@LEADS.IO,2025-12-25,hot
LD-1118,CH-3,INITECH LEAD52,lead1117@sales.net,2025-06-02,warm
LD-1119,CH-3,  Wonka lead53  ,  lead1118@leads.io  ,2026-02-01,hot
LD-1120,CH-5,Acme Corp lead54,lead1119@prospect.com,2025-01-17,HOT
LD-1121,CH-3,Weyland-Yutani lead55,LEAD1120@PROSPECT.COM,2025-05-04,cold
LD-1122,CH-7,Blue Sun lead56,lead1121@prospect.com,2025-02-25,warm
LD-1123,CH-8,Massive Dynamic lead57,LEAD1122@PROSPECT.COM,2026-05-18,HOT
LD-1124,CH-5,  Vandelay lead58  ,lead1123@leads.io,2026-09-13,cold
LD-1125,CH-2,Globex lead59,  lead1124@prospect.com  ,11/05/2026,cold
LD-1126,CH-4,DUNDER MIFFLIN LEAD60,lead1125@prospect.com,2025-08-05,warm
LD-1127,CH-4,Weyland-Yutani lead61,  lead1126@leads.io  ,11/16/2025,HOT
LD-1128,CH-8,Tyrell Corp lead62,lead1127@prospect.com,22-09-2025,warm
LD-1129,CH-2,wayne enterprises lead63,lead1128@prospect.com,2026-02-02,warm
LD-1130,CH-4,Cyberdyne lead64,  lead1129@leads.io  ,01/14/2025,hot
LD-1131,CH-6,dunder mifflin lead65,lead1130@sales.net,2025-02-04,warm
LD-1132,CH-4,Black Mesa lead66,lead1131@sales.net,05-03-2025,HOT
LD-1133,CH-1,Weyland-Yutani lead67,lead1132@sales.net,2025-07-22,hot
LD-1134,CH-3,Globex lead68,lead1133@sales.net,2025-10-22,HOT
LD-1135,CH-7,PIED PIPER LEAD69,LEAD1134@PROSPECT.COM,10/09/2025,hot
LD-1136,CH-3,GLOBEX LEAD70,LEAD1135@LEADS.IO,2026-04-22,hot
LD-1137,CH-1,MASSIVE DYNAMIC LEAD0,lead1136@prospect.com,2025-06-12,cold
LD-1138,CH-3,TYRELL CORP LEAD1,LEAD1137@LEADS.IO,2025-01-16,hot
LD-1139,CH-3,Wonka lead2,lead1138@prospect.com,2026-06-10,hot
LD-1140,CH-1,  Wayne Enterprises lead3  ,  lead1139@leads.io  ,08-11-2025,warm
LD-1141,CH-3,Initech lead4,LEAD1140@LEADS.IO,11/11/2026,hot
LD-1142,CH-7,Pied Piper lead5,lead1141@sales.net,2025-09-09,HOT
LD-1143,CH-2,Blue Sun lead6,LEAD1142@SALES.NET,02/08/2026,HOT
LD-1144,CH-1,  Wonka lead7  ,lead1143@leads.io,20-03-2026,HOT
LD-1145,CH-3,ACME CORP LEAD8,lead1144@sales.net,2026-10-09,cold
LD-1146,CH-8,Oscorp lead9,LEAD1145@LEADS.IO,07-04-2026,cold
LD-1147,CH-3,VANDELAY LEAD10,lead1146@sales.net,2026-09-26,hot
LD-1148,CH-6,Dunder Mifflin lead11,lead1147@sales.net,2025-04-28,hot
LD-1149,CH-8,Weyland-Yutani lead12,lead1148@prospect.com,03/09/2026,cold
LD-1150,CH-2,Massive Dynamic lead13,  lead1149@prospect.com  ,2026-01-06,hot
LD-1151,CH-8,  Acme Corp lead14  ,LEAD1150@LEADS.IO,03-05-2025,warm
LD-1152,CH-7,Wayne Enterprises lead15,  lead1151@prospect.com  ,06-11-2025,cold
LD-1153,CH-7,  Cyberdyne lead16  ,lead1152@leads.io,10-09-2026,warm
LD-1154,CH-2,UMBRELLA CO LEAD17,lead1153@prospect.com,10/12/2025,hot
LD-1155,CH-1,  Cyberdyne lead18  ,lead1154@prospect.com,2026-08-22,cold
LD-1156,CH-8,Stark Industries lead19,LEAD1155@PROSPECT.COM,2025-04-13,hot
LD-1157,CH-5,Tyrell Corp lead20,lead1156@leads.io,2026-03-04,warm
LD-1158,CH-6,Vandelay lead21,lead1157@prospect.com,2025-03-10,warm
LD-1159,CH-7,  Vandelay lead22  ,LEAD1158@LEADS.IO,19-03-2025,HOT
LD-1160,CH-5,Blue Sun lead23,LEAD1159@SALES.NET,05-03-2026,cold
LD-1161,CH-2,Blue Sun lead24,lead1160@leads.io,2026-03-07,cold
LD-1162,CH-6,Pied Piper lead25,LEAD1161@PROSPECT.COM,2026-12-25,warm
LD-1163,CH-4,  Wayne Enterprises lead26  ,  lead1162@leads.io  ,26-10-2026,HOT
LD-1164,CH-4,Wayne Enterprises lead27,  lead1163@prospect.com  ,05/21/2025,HOT
LD-1165,CH-6,dunder mifflin lead28,LEAD1164@LEADS.IO,03/27/2026,hot
LD-1166,CH-8,  Stark Industries lead29  ,lead1165@prospect.com,2025-02-13,hot
LD-1167,CH-5,Black Mesa lead30,lead1166@leads.io,11/18/2025,warm
LD-1168,CH-7,Vandelay lead31,lead1167@prospect.com,2026-02-27,cold
LD-1169,CH-4,Cyberdyne lead32,LEAD1168@PROSPECT.COM,2025-08-06,hot
LD-1170,CH-3,APERTURE LEAD33,  lead1169@sales.net  ,2025-09-25,warm
LD-1171,CH-1,Umbrella Co lead34,LEAD1170@LEADS.IO,07/28/2025,hot
LD-1172,CH-8,PIED PIPER LEAD35,  lead1171@sales.net  ,20-12-2026,warm
LD-1173,CH-2,Blue Sun lead36,lead1172@prospect.com,2026-06-14,cold
LD-1174,CH-1,Acme Corp lead37,lead1173@prospect.com,2026-04-14,hot
LD-1175,CH-6,Stark Industries lead38,LEAD1174@PROSPECT.COM,2026-02-19,warm
LD-1176,CH-4,STARK INDUSTRIES LEAD39,LEAD1175@SALES.NET,2026-07-08,hot
LD-1177,CH-1,Stark Industries lead40,LEAD1176@PROSPECT.COM,02/11/2026,warm
LD-1178,CH-1,  Vandelay lead41  ,LEAD1177@SALES.NET,20-08-2025,cold
LD-1179,CH-6,Pied Piper lead42,lead1178@prospect.com,2026-12-22,hot
LD-1180,CH-3,GLOBEX LEAD43,LEAD1179@PROSPECT.COM,06/27/2025,HOT
LD-1181,CH-2,  Weyland-Yutani lead44  ,  lead1180@leads.io  ,2025-01-14,warm
LD-1182,CH-5,wayne enterprises lead45,lead1181@prospect.com,2026-11-23,HOT
LD-1183,CH-2,Wayne Enterprises lead46,lead1182@sales.net,2025-02-04,HOT
LD-1184,CH-5,Umbrella Co lead47,LEAD1183@SALES.NET,05/15/2026,warm
LD-1185,CH-1,Massive Dynamic lead48,lead1184@leads.io,03/24/2025,HOT
LD-1186,CH-3,Dunder Mifflin lead49,LEAD1185@PROSPECT.COM,2025-01-16,HOT
LD-1187,CH-7,Cyberdyne lead50,lead1186@prospect.com,2026-03-05,warm
LD-1188,CH-5,Globex lead51,  lead1187@sales.net  ,2025-02-07,hot
LD-1189,CH-1,WEYLAND-YUTANI LEAD52,lead1188@sales.net,2025-04-01,warm
LD-1190,CH-8,  Blue Sun lead53  ,lead1189@prospect.com,2025-04-27,hot
LD-1191,CH-1,  Wayne Enterprises lead54  ,lead1190@prospect.com,08/16/2026,HOT
LD-1192,CH-3,  Globex lead55  ,lead1191@leads.io,2026-06-04,hot
LD-1193,CH-7,WONKA LEAD56,lead1192@sales.net,03/20/2025,HOT
LD-1194,CH-5,Tyrell Corp lead57,lead1193@prospect.com,07-08-2025,cold
LD-1195,CH-7,Aperture lead58,  lead1194@sales.net  ,13-05-2026,warm
LD-1196,CH-2,Oscorp lead59,lead1195@sales.net,2026-04-20,cold
LD-1197,CH-1,  Tyrell Corp lead60  ,lead1196@sales.net,02/18/2026,warm
LD-1198,CH-5,Wayne Enterprises lead61,  lead1197@sales.net  ,24-12-2026,cold
LD-1199,CH-2,Globex lead62,LEAD1198@SALES.NET,04/07/2026,warm
LD-1200,CH-7,MASSIVE DYNAMIC LEAD63,lead1199@prospect.com,15-01-2025,HOT
LD-1201,CH-3,  Weyland-Yutani lead64  ,lead1200@sales.net,23-07-2025,HOT
LD-1202,CH-2,  Oscorp lead65  ,lead1201@prospect.com,2026-01-05,cold
LD-1203,CH-1,Blue Sun lead66,LEAD1202@SALES.NET,09/22/2025,hot
LD-1204,CH-8,Oscorp lead67,  lead1203@leads.io  ,2025-10-12,hot
LD-1205,CH-1,Umbrella Co lead68,lead1204@sales.net,2025-04-17,warm
