customer_id,company_name,email,contact_name,signup_date,tier
SC-755,Wonka CLOUD#7,  saas754@cloud.io  ,NICK XU,2022-08-11,PAID
SC-756,WONKA CLOUD#8,saas755@digital.net,Li Alice,2026-08-21,PAID
SC-757,ACME CORP CLOUD#9,saas756@tech.com,Paul Bob,2023-09-06,PAID
SC-758,Tyrell Corp CLOUD#10,saas757@cloud.io,  Lin Alice  ,18-07-2024,free
SC-759,GLOBEX CLOUD#11,saas758@cloud.io,Xavier Frank,2026-07-08,FREE
SC-760,LexCorp CLOUD#12,saas759@cloud.io,Eve Umar,01/05/2025,PAID
SC-761,  Weyland-Yutani CLOUD#13  ,SAAS760@DIGITAL.NET,  Eve Nick  ,08/10/2024,paid
SC-762,Black Mesa CLOUD#14,saas761@cloud.io,Sam Yuki,05-02-2023,paid
SC-763,cyberdyne cloud#15,saas762@digital.net,Zane Sam,01/08/2026,FREE
SC-764,Dunder Mifflin CLOUD#16,SAAS763@CLOUD.IO,MONA WENDY,2025-04-18,free
SC-765,LEXCORP CLOUD#17,saas764@tech.com,QUINN GRACE,11/22/2026,FREE
SC-766,VANDELAY CLOUD#18,  saas765@tech.com  ,Alice Frank,04/13/2026,paid
SC-767,INITECH CLOUD#19,saas766@cloud.io,  Carol Guo  ,2026-06-14,paid
SC-768,BLACK MESA CLOUD#20,saas767@cloud.io,EVE DAVID,2025-03-18,PAID
SC-769,wonka cloud#21,saas768@digital.net,  Zhang Wu  ,2025-10-20,FREE
SC-770,STARK INDUSTRIES CLOUD#22,saas769@tech.com,Ivy David,2024-05-07,PAID
SC-771,Oscorp CLOUD#23,SAAS770@DIGITAL.NET,Vera David,02/18/2021,PAID
SC-772,Umbrella Co CLOUD#24,saas771@tech.com,lin yuki,2021-06-26,paid
SC-773,Aperture CLOUD#25,SAAS772@DIGITAL.NET,Zane Yuki,2024-10-06,paid
SC-774,Tyrell Corp CLOUD#26,saas773@cloud.io,Carol Hu,2026-01-17,free
SC-775,Tyrell Corp CLOUD#27,  saas774@cloud.io  ,zane sam,09/15/2024,paid
SC-776,WONKA CLOUD#28,SAAS775@CLOUD.IO,Carol Wendy,04-06-2026,PAID
SC-777,ACME CORP CLOUD#29,saas776@tech.com,Rose Ivy,23-03-2022,free
SC-778,Tyrell Corp CLOUD#30,  saas777@cloud.io  ,Lin Liu,06/06/2021,free
SC-779,ACME CORP CLOUD#31,saas778@tech.com,Yuki Alice,08/09/2024,PAID
SC-780,LexCorp CLOUD#32,saas779@digital.net,  Olive Sun  ,2023-10-12,FREE
SC-781,Black Mesa CLOUD#33,SAAS780@TECH.COM,XAVIER SAM,2026-06-13,paid
SC-782,Stark Industries CLOUD#34,saas781@tech.com,Chen Wu,2024-08-04,FREE
SC-783,  Initech CLOUD#35  ,saas782@tech.com,Ivy Li,05/11/2023,paid
SC-784,  Globex CLOUD#36  ,  saas783@cloud.io  ,Olive Carol,08/01/2026,FREE
SC-785,Acme Corp CLOUD#37,saas784@tech.com,  Bob Wu  ,2022-11-09,paid
SC-786,blue sun cloud#38,saas785@cloud.io,Alice Leo,03/24/2022,free
SC-787,Weyland-Yutani CLOUD#39,saas786@tech.com,  Ivy Zhao  ,2025-04-12,paid
SC-788,Globex CLOUD#40,SAAS787@TECH.COM,  Wendy Carol  ,04/07/2023,FREE
SC-789,GLOBEX CLOUD#41,SAAS788@DIGITAL.NET,Sam Xu,2022-03-09,paid
SC-790,MASSIVE DYNAMIC CLOUD#42,saas789@digital.net,MONA LIN,11-07-2023,FREE
SC-791,WONKA CLOUD#43,  saas790@digital.net  ,lin zane,2023-03-28,PAID
SC-792,  LexCorp CLOUD#44  ,  saas791@cloud.io  ,Wang Chen,2024-09-20,FREE
SC-793,  Globex CLOUD#45  ,  saas792@tech.com  ,KAREN LIN,12-08-2024,PAID
SC-794,Globex CLOUD#46,saas793@tech.com,VERA WANG,21-05-2025,free
SC-795,Blue Sun CLOUD#47,saas794@cloud.io,Quinn Wu,2023-04-16,free
SC-796,Weyland-Yutani CLOUD#48,  saas795@cloud.io  ,Zhao Carol,01/19/2023,FREE
SC-797,Pied Piper CLOUD#49,saas796@tech.com,WANG IVY,06/24/2025,paid
SC-798,Hooli CLOUD#50,saas797@tech.com,OLIVE SAM,19-01-2022,free
SC-799,Globex CLOUD#51,  saas798@cloud.io  ,Carol Zhao,10-03-2022,paid
SC-800,vandelay cloud#52,  saas799@cloud.io  ,Nick Xu,06/18/2023,FREE
SC-801,Wonka CLOUD#53,  saas800@tech.com  ,Grace Tina,12/08/2025,PAID
SC-802,Hooli CLOUD#54,SAAS801@TECH.COM,Leo Xu,03/16/2026,PAID
SC-803,Umbrella Co CLOUD#55,saas802@digital.net,umar jack,2024-04-15,PAID
SC-804,Umbrella Co CLOUD#56,saas803@digital.net,BOB EVE,03-08-2021,PAID
SC-805,pied piper cloud#57,saas804@tech.com,CHEN YUKI,2025-10-23,PAID
SC-806,Dunder Mifflin CLOUD#58,  saas805@tech.com  ,CAROL SAM,2024-08-28,paid
SC-807,Blue Sun CLOUD#59,saas806@digital.net,Ivy Frank,2023-12-02,paid
SC-808,  Blue Sun CLOUD#60  ,SAAS807@CLOUD.IO,Bob Liu,11-05-2026,PAID
SC-809,initech cloud#61,saas808@digital.net,Carol Li,2026-09-24,PAID
SC-810,Acme Corp CLOUD#62,  saas809@digital.net  ,Tina Zhang,2022-06-21,FREE
SC-811,Dunder Mifflin CLOUD#63,  saas810@digital.net  ,HENRY CHEN,2026-04-24,PAID
SC-812,UMBRELLA CO CLOUD#64,saas811@cloud.io,David Yuki,11/26/2025,PAID
SC-813,Wonka CLOUD#65,  saas812@digital.net  ,Henry Alice,2026-04-11,free
SC-814,Globex CLOUD#66,saas813@tech.com,Guo Sam,2021-05-18,paid
SC-815,Aperture CLOUD#67,  saas814@tech.com  ,WANG OLIVE,2022-07-11,PAID
SC-816,TYRELL CORP CLOUD#68,saas815@digital.net,  Wendy Zhao  ,2025-03-27,free
SC-817,TYRELL CORP CLOUD#69,SAAS816@DIGITAL.NET,Karen Hu,12-02-2021,paid
SC-818,  Massive Dynamic CLOUD#70  ,saas817@digital.net,  Mona Frank  ,20-05-2025,PAID
SC-819,  Globex CLOUD#71  ,saas818@tech.com,BOB VERA,2025-01-11,free
SC-820,  Acme Corp CLOUD#72  ,saas819@tech.com,Xavier Zhou,09/19/2022,FREE
SC-821,Oscorp CLOUD#73,saas820@digital.net,Alice Paul,2026-12-19,PAID
SC-822,cyberdyne cloud#74,saas821@cloud.io,mona quinn,2023-10-16,FREE
SC-823,GLOBEX CLOUD#75,SAAS822@CLOUD.IO,  Wu Bob  ,2026-07-06,FREE
SC-824,TYRELL CORP CLOUD#76,saas823@digital.net,hu xavier,2023-03-21,free
SC-825,Wonka CLOUD#77,saas824@cloud.io,Eve Jack,07/26/2026,paid
SC-826,globex cloud#78,saas825@tech.com,ZHAO WENDY,2021-12-24,FREE
SC-827,Stark Industries CLOUD#79,SAAS826@DIGITAL.NET,Wu Liu,2026-10-09,paid
SC-828,Stark Industries CLOUD#80,  saas827@tech.com  ,  Grace Mona  ,05-06-2022,PAID
SC-829,Vandelay CLOUD#81,saas828@tech.com,Sam Mona,12-07-2022,PAID
SC-830,Blue Sun CLOUD#82,saas829@tech.com,Karen Zhao,05/09/2026,paid
SC-831,Pied Piper CLOUD#0,saas830@cloud.io,Quinn Leo,2023-09-08,PAID
SC-832,Umbrella Co CLOUD#1,saas831@cloud.io,Xu Umar,07-06-2021,PAID
SC-833,  Wonka CLOUD#2  ,SAAS832@TECH.COM,  Sam Leo  ,22-02-2022,paid
SC-834,Blue Sun CLOUD#3,saas833@digital.net,Guo Karen,06/17/2021,FREE
SC-835,Tyrell Corp CLOUD#4,saas834@digital.net,Lin Nick,2025-10-04,paid
SC-836,Aperture CLOUD#5,saas835@digital.net,wu wang,01-03-2026,PAID
SC-837,PIED PIPER CLOUD#6,saas836@digital.net,Paul Wu,2022-03-01,PAID
SC-838,Umbrella Co CLOUD#7,  saas837@tech.com  ,Karen Leo,04/11/2025,PAID
SC-839,Wayne Enterprises CLOUD#8,SAAS838@TECH.COM,  Hu Leo  ,10/24/2022,PAID
SC-840,Oscorp CLOUD#9,SAAS839@DIGITAL.NET,Grace Paul,2022-02-28,FREE
SC-841,Wonka CLOUD#10,saas840@tech.com,EVE CHEN,22-11-2022,free
SC-842,Hooli CLOUD#11,SAAS841@DIGITAL.NET,Karen Frank,2026-02-14,free
SC-843,  Cyberdyne CLOUD#12  ,  saas842@tech.com  ,  Sam Tina  ,01/15/2022,paid
SC-844,  Aperture CLOUD#13  ,SAAS843@DIGITAL.NET,Quinn Liu,2025-10-18,PAID
SC-845,INITECH CLOUD#14,SAAS844@CLOUD.IO,Frank Zhang,07/06/2025,paid
SC-846,Tyrell Corp CLOUD#15,saas845@digital.net,Frank Quinn,2022-03-21,free
SC-847,Hooli CLOUD#16,SAAS846@TECH.COM,VERA LEO,14-06-2025,PAID
SC-848,Blue Sun CLOUD#17,  saas847@digital.net  ,eve tina,04-02-2024,free
SC-849,Cyberdyne CLOUD#18,  saas848@cloud.io  ,Carol Lin,2025-07-13,FREE
SC-850,Oscorp CLOUD#19,saas849@cloud.io,Sun Xu,03/04/2022,paid
SC-851,BLACK MESA CLOUD#20,SAAS850@TECH.COM,Bob Karen,2023-02-02,FREE
SC-852,DUNDER MIFFLIN CLOUD#21,SAAS851@DIGITAL.NET,  Lin Sun  ,2023-10-05,PAID
SC-853,HOOLI CLOUD#22,saas852@digital.net,paul vera,08/03/2021,FREE
SC-854,WEYLAND-YUTANI CLOUD#23,SAAS853@DIGITAL.NET,ZANE TINA,22-07-2022,paid
SC-855,Tyrell Corp CLOUD#24,  saas854@cloud.io  ,Leo Zane,12/23/2026,PAID
SC-856,  Wayne Enterprises CLOUD#25  ,saas855@digital.net,Xu Sun,2024-11-01,PAID
SC-857,Wonka CLOUD#26,saas856@tech.com,Wang Carol,07/17/2021,FREE
SC-858,  Massive Dynamic CLOUD#27  ,  saas857@digital.net  ,Xavier Vera,11/03/2025,FREE
SC-859,Wonka CLOUD#28,SAAS858@TECH.COM,PAUL ALICE,2024-12-05,PAID
SC-860,Wayne Enterprises CLOUD#29,saas859@digital.net,DAVID UMAR,22-07-2026,free
SC-861,Massive Dynamic CLOUD#30,saas860@tech.com,alice xavier,05/27/2024,free
SC-862,Massive Dynamic CLOUD#31,saas861@tech.com,BOB CAROL,05/05/2026,paid
SC-863,Dunder Mifflin CLOUD#32,SAAS862@CLOUD.IO,Frank Sun,2024-10-05,PAID
SC-864,  Umbrella Co CLOUD#33  ,saas863@cloud.io,xu bob,2021-03-03,FREE
SC-865,acme corp cloud#34,saas864@tech.com,ZHANG UMAR,14-05-2023,FREE
SC-866,Dunder Mifflin CLOUD#35,saas865@digital.net,Wu Hu,2021-12-18,PAID
SC-867,Tyrell Corp CLOUD#36,saas866@cloud.io,WANG GUO,2024-09-09,FREE
SC-868,Pied Piper CLOUD#37,saas867@cloud.io,  Vera Li  ,07/10/2025,FREE
SC-869,Initech CLOUD#38,SAAS868@DIGITAL.NET,  Rose Zhou  ,11/11/2021,PAID
SC-870,Weyland-Yutani CLOUD#39,SAAS869@TECH.COM,Wendy Grace,24-09-2025,FREE
SC-871,  Pied Piper CLOUD#40  ,SAAS870@TECH.COM,  Paul Karen  ,11/13/2024,FREE
SC-872,Black Mesa CLOUD#41,saas871@tech.com,ivy leo,2023-04-19,PAID
SC-873,  Dunder Mifflin CLOUD#42  ,SAAS872@CLOUD.IO,David Mona,2026-07-01,paid
SC-874,LexCorp CLOUD#43,saas873@digital.net,Umar Tina,2024-02-04,FREE
SC-875,Black Mesa CLOUD#44,  saas874@cloud.io  ,Alice Henry,2024-12-20,paid
SC-876,WEYLAND-YUTANI CLOUD#45,saas875@tech.com,Bob Chen,09/14/2023,PAID
SC-877,vandelay cloud#46,  saas876@digital.net  ,Quinn Wendy,03-09-2024,PAID
SC-878,  Pied Piper CLOUD#47  ,saas877@cloud.io,Karen Paul,2022-11-20,free
SC-879,Dunder Mifflin CLOUD#48,saas878@digital.net,FRANK EVE,2024-09-20,free
SC-880,Cyberdyne CLOUD#49,SAAS879@DIGITAL.NET,Xavier Frank,12-05-2026,FREE
SC-881,  Oscorp CLOUD#50  ,saas880@tech.com,Frank Zhao,05-04-2022,paid
SC-882,CYBERDYNE CLOUD#51,SAAS881@DIGITAL.NET,olive xu,02/02/2026,FREE
SC-883,Blue Sun CLOUD#52,saas882@cloud.io,  Henry Jack  ,2024-08-14,FREE
SC-884,DUNDER MIFFLIN CLOUD#53,SAAS883@CLOUD.IO,HU HU,2024-01-22,PAID
SC-885,  Oscorp CLOUD#54  ,saas884@tech.com,NICK WU,24-01-2023,PAID
SC-886,  Umbrella Co CLOUD#55  ,  saas885@cloud.io  ,Yuki Guo,2022-03-03,paid
SC-887,Wayne Enterprises CLOUD#56,  saas886@cloud.io  ,Mona Yuki,2024-06-12,paid
SC-888,lexcorp cloud#57,saas887@cloud.io,sun wang,2025-04-03,free
SC-889,STARK INDUSTRIES CLOUD#58,SAAS888@TECH.COM,Tina Guo,2021-10-05,paid
SC-890,Oscorp CLOUD#59,saas889@cloud.io,IVY FRANK,11/24/2021,PAID
SC-891,LexCorp CLOUD#60,saas890@tech.com,ivy lin,2023-06-03,paid
SC-892,GLOBEX CLOUD#61,SAAS891@TECH.COM,Wendy Quinn,05/13/2025,FREE
SC-893,Initech CLOUD#62,saas892@digital.net,  Chen Li  ,2024-06-18,PAID
SC-894,Cyberdyne CLOUD#63,saas893@cloud.io,Alice Karen,2023-05-04,paid
SC-895,  Acme Corp CLOUD#64  ,  saas894@tech.com  ,olive hu,2023-07-28,PAID
SC-896,INITECH CLOUD#65,saas895@digital.net,quinn karen,07/27/2022,paid
SC-897,  Pied Piper CLOUD#66  ,saas896@tech.com,  Tina Alice  ,11/04/2022,PAID
SC-898,  Pied Piper CLOUD#67  ,saas897@tech.com,WENDY PAUL,2026-06-09,free
SC-899,Blue Sun CLOUD#68,saas898@tech.com,HU XU,12/24/2021,FREE
SC-900,Vandelay CLOUD#69,saas899@digital.net,Sam Ivy,10/11/2022,free
SC-901,Aperture CLOUD#70,saas900@digital.net,Leo Zhao,2023-08-04,FREE
SC-902,Globex CLOUD#71,SAAS901@CLOUD.IO,  Zhang Yuki  ,01/06/2021,FREE
SC-903,LexCorp CLOUD#72,SAAS902@CLOUD.IO,Frank Rose,03/14/2021,PAID
SC-904,CYBERDYNE CLOUD#73,saas903@digital.net,XAVIER ROSE,09/15/2023,FREE
SC-905,Pied Piper CLOUD#74,saas904@cloud.io,  Bob Leo  ,2023-09-12,paid
SC-906,Cyberdyne CLOUD#75,saas905@tech.com,Leo Rose,09/22/2025,paid
SC-907,LexCorp CLOUD#76,saas906@tech.com,Sun Chen,2024-03-08,paid
SC-908,Wonka CLOUD#77,SAAS907@DIGITAL.NET,Sam David,2024-03-22,paid
SC-909,  Pied Piper CLOUD#78  ,SAAS908@DIGITAL.NET,ROSE NICK,2025-04-21,FREE
SC-910,  Stark Industries CLOUD#79  ,SAAS909@DIGITAL.NET,rose lin,2026-01-20,paid
SC-911,Umbrella Co CLOUD#80,saas910@tech.com,Paul Leo,2023-01-25,FREE
SC-912,Pied Piper CLOUD#81,saas911@digital.net,Wang Karen,01-09-2025,PAID
SC-913,acme corp cloud#82,saas912@tech.com,  Vera Wu  ,04/23/2024,PAID
SC-914,Tyrell Corp CLOUD#0,  saas913@cloud.io  ,VERA HENRY,05-01-2026,free
SC-915,Vandelay CLOUD#1,saas914@tech.com,  Rose Frank  ,09/22/2024,FREE
SC-916,  Massive Dynamic CLOUD#2  ,saas915@tech.com,paul xu,2023-07-24,paid
SC-917,PIED PIPER CLOUD#3,saas916@digital.net,Yuki Vera,2022-02-12,paid
SC-918,CYBERDYNE CLOUD#4,saas917@cloud.io,wu yuki,04/13/2024,PAID
SC-919,  LexCorp CLOUD#5  ,saas918@tech.com,Quinn Henry,2023-12-03,FREE
SC-920,Hooli CLOUD#6,  saas919@tech.com  ,Ivy Vera,2025-04-12,free
SC-921,wayne enterprises cloud#7,saas920@digital.net,LIN LIN,05/04/2021,PAID
SC-922,Massive Dynamic CLOUD#8,saas921@digital.net,David Bob,07-07-2025,FREE
SC-923,WONKA CLOUD#9,saas922@cloud.io,  Karen Carol  ,2023-02-11,free
SC-924,Cyberdyne CLOUD#10,saas923@cloud.io,Chen Yuki,2022-04-15,paid
SC-925,weyland-yutani cloud#11,saas924@tech.com,Quinn Zane,2021-03-23,paid
SC-926,PIED PIPER CLOUD#12,SAAS925@CLOUD.IO,  Zhao Jack  ,2022-11-21,paid
SC-927,Wonka CLOUD#13,SAAS926@CLOUD.IO,Wu Mona,12/03/2023,FREE
SC-928,Vandelay CLOUD#14,SAAS927@DIGITAL.NET,XAVIER GUO,2022-08-25,free
SC-929,APERTURE CLOUD#15,saas928@cloud.io,Frank Zane,2021-04-17,PAID
SC-930,Acme Corp CLOUD#16,SAAS929@CLOUD.IO,Rose Olive,09/08/2021,FREE
SC-931,Wonka CLOUD#17,saas930@cloud.io,Zhang Wendy,2021-08-06,free
SC-932,  Vandelay CLOUD#18  ,saas931@cloud.io,Wu Li,2024-03-04,FREE
SC-933,Cyberdyne CLOUD#19,saas932@cloud.io,Zane Sun,2024-11-01,paid
SC-934,initech cloud#20,SAAS933@DIGITAL.NET,  Vera Vera  ,2026-03-07,free
SC-935,HOOLI CLOUD#21,  saas934@tech.com  ,Alice Jack,2023-01-26,FREE
SC-936,Hooli CLOUD#22,  saas935@tech.com  ,Vera Eve,2025-11-26,paid
SC-937,DUNDER MIFFLIN CLOUD#23,saas936@tech.com,Bob Leo,01/09/2024,FREE
SC-938,LEXCORP CLOUD#24,saas937@cloud.io,GUO LI,07/26/2023,free
SC-939,Tyrell Corp CLOUD#25,saas938@digital.net,wang hu,01/19/2022,FREE
SC-940,  Acme Corp CLOUD#26  ,saas939@cloud.io,  Xu Grace  ,2021-12-25,free
SC-941,PIED PIPER CLOUD#27,saas940@tech.com,Bob Olive,25-10-2021,FREE
SC-942,vandelay cloud#28,  saas941@digital.net  ,Zhao Vera,09/15/2021,free
SC-943,  Vandelay CLOUD#29  ,SAAS942@TECH.COM,Lin Rose,08/27/2025,free
SC-944,Stark Industries CLOUD#30,saas943@tech.com,  Sun Wendy  ,05/24/2026,PAID
SC-945,Wonka CLOUD#31,saas944@digital.net,Sam Zhang,2022-05-03,PAID
SC-946,Pied Piper CLOUD#32,saas945@tech.com,Liu Wu,13-04-2023,FREE
SC-947,cyberdyne cloud#33,SAAS946@TECH.COM,frank grace,2021-12-18,free
SC-948,APERTURE CLOUD#34,saas947@digital.net,Li Lin,2025-01-08,free
SC-949,  Massive Dynamic CLOUD#35  ,SAAS948@TECH.COM,  Rose Olive  ,2022-08-03,PAID
SC-950,Wayne Enterprises CLOUD#36,saas949@tech.com,  Guo Tina  ,10-05-2021,PAID
SC-951,Hooli CLOUD#37,  saas950@cloud.io  ,xu zhao,2021-09-07,free
SC-952,  Aperture CLOUD#38  ,saas951@tech.com,Yuki Wu,2026-02-27,free
SC-953,VANDELAY CLOUD#39,saas952@tech.com,Umar Li,2021-06-25,FREE
SC-954,Oscorp CLOUD#40,  saas953@tech.com  ,  Frank Umar  ,2026-10-11,paid
SC-955,INITECH CLOUD#41,saas954@digital.net,XU WANG,2025-06-08,free
SC-956,cyberdyne cloud#42,  saas955@digital.net  ,guo alice,2026-11-28,FREE
SC-957,Globex CLOUD#43,saas956@digital.net,Alice Yuki,02/24/2022,paid
SC-958,Acme Corp CLOUD#44,saas957@digital.net,Chen Zhang,2026-04-15,paid
SC-959,  Pied Piper CLOUD#45  ,SAAS958@CLOUD.IO,alice david,2026-10-26,paid
SC-960,Black Mesa CLOUD#46,SAAS959@CLOUD.IO,Wang Vera,11/24/2024,PAID
SC-961,Hooli CLOUD#47,saas960@tech.com,Sun Sam,2022-06-20,free
SC-962,Acme Corp CLOUD#48,  saas961@cloud.io  ,Sam Sam,2023-05-14,FREE
SC-963,aperture cloud#49,  saas962@digital.net  ,Olive Nick,2024-05-04,PAID
SC-964,INITECH CLOUD#50,SAAS963@CLOUD.IO,Carol Leo,2024-10-02,paid
SC-965,INITECH CLOUD#51,saas964@cloud.io,carol wu,12/08/2025,PAID
SC-966,  LexCorp CLOUD#52  ,saas965@tech.com,Zhang Wang,2022-08-26,paid
SC-967,Wayne Enterprises CLOUD#53,  saas966@digital.net  ,Nick Hu,2021-11-24,FREE
SC-968,Umbrella Co CLOUD#54,  saas967@cloud.io  ,FRANK XAVIER,11/13/2021,FREE
SC-969,Pied Piper CLOUD#55,saas968@cloud.io,  Jack Yuki  ,12/19/2026,PAID
SC-970,Umbrella Co CLOUD#56,saas969@cloud.io,  Lin Sun  ,2025-08-08,FREE
SC-971,Umbrella Co CLOUD#57,saas970@tech.com,Vera Karen,01/03/2026,FREE
SC-972,blue sun cloud#58,saas971@tech.com,David Wu,04/09/2021,paid
SC-973,Aperture CLOUD#59,SAAS972@TECH.COM,Xu Wu,11/12/2021,paid
SC-974,Globex CLOUD#60,  saas973@tech.com  ,Zhang Quinn,2024-12-12,paid
SC-975,Blue Sun CLOUD#61,saas974@cloud.io,Hu Tina,11/16/2025,PAID
SC-976,VANDELAY CLOUD#62,saas975@tech.com,Rose Wendy,2022-08-19,PAID
SC-977,Wonka CLOUD#63,saas976@tech.com,Alice Xavier,2022-01-19,FREE
SC-978,VANDELAY CLOUD#64,SAAS977@DIGITAL.NET,  Wendy Wendy  ,01/26/2021,paid
SC-979,WEYLAND-YUTANI CLOUD#65,  saas978@tech.com  ,JACK WU,10/05/2021,PAID
SC-980,LEXCORP CLOUD#66,saas979@tech.com,GRACE XU,2023-09-04,paid
SC-981,Stark Industries CLOUD#67,saas980@cloud.io,Xu Jack,2024-08-12,free
SC-982,Cyberdyne CLOUD#68,SAAS981@DIGITAL.NET,Tina Alice,2026-09-16,PAID
SC-983,dunder mifflin cloud#69,saas982@tech.com,  Chen Olive  ,2022-01-06,FREE
SC-984,HOOLI CLOUD#70,SAAS983@DIGITAL.NET,TINA WENDY,2026-10-15,PAID
SC-985,Initech CLOUD#71,saas984@tech.com,ZHAO XAVIER,2026-07-12,free
SC-986,Globex CLOUD#72,saas985@digital.net,xavier henry,2024-02-18,paid
SC-987,INITECH CLOUD#73,SAAS986@DIGITAL.NET,ZANE KAREN,2025-11-17,FREE
SC-988,  Acme Corp CLOUD#74  ,  saas987@tech.com  ,Li Mona,2023-01-10,free
SC-989,Oscorp CLOUD#75,saas988@cloud.io,Grace Frank,22-09-2023,FREE
SC-990,Oscorp CLOUD#76,  saas989@tech.com  ,BOB CHEN,2022-02-22,PAID
SC-991,Aperture CLOUD#77,SAAS990@DIGITAL.NET,Rose Frank,2026-04-26,FREE
SC-992,UMBRELLA CO CLOUD#78,saas991@cloud.io,Lin Ivy,22-04-2021,paid
SC-993,Umbrella Co CLOUD#79,  saas992@tech.com  ,  Eve Sam  ,2021-03-17,free
SC-994,CYBERDYNE CLOUD#80,  saas993@cloud.io  ,  Paul Wendy  ,2021-09-19,paid
SC-995,TYRELL CORP CLOUD#81,SAAS994@CLOUD.IO,  Tina Eve  ,2021-06-26,free
SC-996,Dunder Mifflin CLOUD#82,SAAS995@TECH.COM,yuki henry,2022-05-25,PAID
SC-997,cyberdyne cloud#0,SAAS996@DIGITAL.NET,QUINN QUINN,18-01-2024,PAID
SC-998,Blue Sun CLOUD#1,saas997@tech.com,ZHANG ZHANG,14-01-2026,PAID
SC-999,Dunder Mifflin CLOUD#2,  saas998@digital.net  ,  Wu Olive  ,04/22/2021,PAID
SC-1000,  Vandelay CLOUD#3  ,saas999@tech.com,Sam Grace,05/17/2023,FREE
SC-1001,vandelay cloud#4,saas1000@tech.com,Chen Grace,05/07/2026,FREE
SC-1002,Umbrella Co CLOUD#5,  saas1001@digital.net  ,MONA NICK,20-10-2022,PAID
SC-1003,Blue Sun CLOUD#6,saas1002@digital.net,Bob Alice,07-07-2026,FREE
SC-1004,Pied Piper CLOUD#7,saas1003@digital.net,Mona Grace,2025-10-01,paid
SC-1005,INITECH CLOUD#8,saas1004@tech.com,XAVIER LEO,2023-05-26,PAID
SC-1006,BLUE SUN CLOUD#9,saas1005@digital.net,Leo Tina,11/23/2023,free
SC-1007,VANDELAY CLOUD#10,saas1006@cloud.io,  Xu Bob  ,2022-02-11,paid
SC-1008,  Globex CLOUD#11  ,saas1007@digital.net,Wu Xu,2026-06-24,paid
SC-1009,Pied Piper CLOUD#12,SAAS1008@DIGITAL.NET,Frank Zhou,01/24/2023,PAID
SC-1010,Hooli CLOUD#13,SAAS1009@DIGITAL.NET,  Frank Zhou  ,10/28/2022,free
SC-1011,umbrella co cloud#14,saas1010@digital.net,Hu Quinn,11/23/2021,free
SC-1012,GLOBEX CLOUD#15,  saas1011@tech.com  ,yuki wendy,12-11-2026,PAID
SC-1013,acme corp cloud#16,saas1012@digital.net,ROSE WU,27-09-2021,FREE
SC-1014,VANDELAY CLOUD#17,saas1013@cloud.io,  Grace Henry  ,2024-05-21,free
SC-1015,LEXCORP CLOUD#18,  saas1014@cloud.io  ,guo sun,2022-09-08,paid
SC-1016,  Aperture CLOUD#19  ,saas1015@cloud.io,Henry Olive,15-04-2021,paid
SC-1017,  Wayne Enterprises CLOUD#20  ,saas1016@cloud.io,Rose Mona,09/04/2026,paid
SC-1018,Stark Industries CLOUD#21,saas1017@cloud.io,Mona Zhao,2025-07-28,PAID
SC-1019,WAYNE ENTERPRISES CLOUD#22,saas1018@cloud.io,TINA KAREN,2024-10-17,FREE
SC-1020,  LexCorp CLOUD#23  ,  saas1019@tech.com  ,LI UMAR,03-03-2026,free
SC-1021,vandelay cloud#24,  saas1020@cloud.io  ,Xu Xu,2026-11-11,paid
SC-1022,BLACK MESA CLOUD#25,saas1021@tech.com,SUN WENDY,2023-09-23,PAID
SC-1023,ACME CORP CLOUD#26,  saas1022@cloud.io  ,Quinn Hu,2023-12-15,FREE
SC-1024,  Cyberdyne CLOUD#27  ,saas1023@digital.net,Wu Sam,2021-07-18,FREE
SC-1025,Weyland-Yutani CLOUD#28,saas1024@digital.net,UMAR GRACE,2026-01-26,PAID
SC-1026,ACME CORP CLOUD#29,saas1025@digital.net,FRANK FRANK,02/03/2021,free
SC-1027,Hooli CLOUD#30,saas1026@cloud.io,zhang quinn,08-04-2023,free
SC-1028,  Blue Sun CLOUD#31  ,  saas1027@tech.com  ,LI WANG,2024-04-16,paid
SC-1029,massive dynamic cloud#32,saas1028@cloud.io,XU LIN,2025-10-09,PAID
SC-1030,  Oscorp CLOUD#33  ,  saas1029@tech.com  ,VERA NICK,28-03-2023,PAID
SC-1031,Cyberdyne CLOUD#34,saas1030@digital.net,ZHOU NICK,2023-05-26,free
SC-1032,LEXCORP CLOUD#35,saas1031@tech.com,Chen Wu,08/21/2022,FREE
SC-1033,Blue Sun CLOUD#36,saas1032@cloud.io,Hu Wu,09/08/2024,free
SC-1034,Initech CLOUD#37,saas1033@cloud.io,XAVIER GRACE,10-12-2023,paid
SC-1035,LexCorp CLOUD#38,saas1034@digital.net,WENDY WENDY,05/11/2026,paid
SC-1036,  Aperture CLOUD#39  ,saas1035@cloud.io,  Vera Sun  ,2025-02-26,paid
SC-1037,Vandelay CLOUD#40,saas1036@cloud.io,Wendy Wu,10/23/2025,free
SC-1038,Black Mesa CLOUD#41,saas1037@digital.net,Quinn David,22-08-2025,paid
SC-1039,Stark Industries CLOUD#42,saas1038@tech.com,Sam Liu,10/18/2026,paid
SC-1040,Wayne Enterprises CLOUD#43,  saas1039@cloud.io  ,  Guo Xavier  ,2022-07-14,PAID
